Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2025-10-17T10:12:01.519Z,50.90,PLN,50.90,PLN,50.90,PLN
order,2025-10-17T09:55:59.283Z,50.29,PLN,50.29,PLN,50.29,PLN
order,2025-10-17T06:59:16.144Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-17T05:31:11.021Z,65.97,PLN,65.97,PLN,65.97,PLN
order,2025-10-16T19:43:35.216Z,47.59,PLN,47.59,PLN,47.59,PLN
order,2025-10-16T18:59:18.245Z,52.00,PLN,52.00,PLN,52.00,PLN
order,2025-10-16T18:50:24.883Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-16T17:10:24.452Z,49.38,PLN,49.38,PLN,49.38,PLN
order,2025-10-16T15:07:53.714Z,64.31,PLN,64.31,PLN,64.31,PLN
order,2025-10-16T10:35:42.621Z,69.98,PLN,69.98,PLN,69.98,PLN
order,2025-10-16T10:10:19.434Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-16T08:15:28.344Z,57.42,PLN,57.42,PLN,57.42,PLN
order,2025-10-16T08:00:11.108Z,85.38,PLN,85.38,PLN,85.38,PLN
order,2025-10-16T07:22:31.049Z,45.82,PLN,45.82,PLN,45.82,PLN
order,2025-10-16T06:58:14.781Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-15T20:06:43.973Z,50.29,PLN,50.29,PLN,50.29,PLN
order,2025-10-15T19:06:06.082Z,52.20,PLN,52.20,PLN,52.20,PLN
order,2025-10-15T18:47:32.279Z,48.84,PLN,48.84,PLN,48.84,PLN
order,2025-10-15T14:50:29.073Z,52.83,PLN,52.83,PLN,52.83,PLN
order,2025-10-15T13:33:56.462Z,49.45,PLN,49.45,PLN,49.45,PLN
order,2025-10-15T09:28:59.952Z,78.83,PLN,78.83,PLN,78.83,PLN
order,2025-10-15T07:15:18.944Z,59.01,PLN,59.01,PLN,59.01,PLN
order,2025-10-14T21:09:26.084Z,60.00,PLN,60.00,PLN,60.00,PLN
order,2025-10-14T20:08:38.792Z,73.37,PLN,73.37,PLN,73.37,PLN
order,2025-10-14T19:00:09.215Z,65.54,PLN,65.54,PLN,65.54,PLN
order,2025-10-14T16:48:52.172Z,50.86,PLN,50.86,PLN,50.86,PLN
order,2025-10-14T15:48:15.269Z,85.23,PLN,85.23,PLN,85.23,PLN
order,2025-10-14T15:45:21.909Z,69.51,PLN,69.51,PLN,69.51,PLN
order,2025-10-14T15:02:57.435Z,69.88,PLN,69.88,PLN,69.88,PLN
order,2025-10-14T12:04:21.698Z,86.15,PLN,86.15,PLN,86.15,PLN
order,2025-10-14T10:15:33.092Z,48.88,PLN,48.88,PLN,48.88,PLN
order,2025-10-14T09:39:46.184Z,60.00,PLN,60.00,PLN,60.00,PLN
order,2025-10-14T09:28:38.753Z,84.00,PLN,84.00,PLN,84.00,PLN
order,2025-10-14T08:45:42.777Z,38.39,PLN,38.39,PLN,38.39,PLN
order,2025-10-14T07:02:22.303Z,35.49,PLN,35.49,PLN,35.49,PLN
order,2025-10-14T06:32:21.795Z,53.04,PLN,53.04,PLN,53.04,PLN
order,2025-10-14T05:50:29.294Z,47.01,PLN,47.01,PLN,47.01,PLN
order,2025-10-13T21:24:16.054Z,22.99,PLN,22.99,PLN,22.99,PLN
order,2025-10-13T19:12:19.751Z,58.38,PLN,58.38,PLN,58.38,PLN
order,2025-10-13T18:24:24.467Z,59.73,PLN,59.73,PLN,59.73,PLN
order,2025-10-13T16:22:25.488Z,97.21,PLN,97.21,PLN,97.21,PLN
order,2025-10-13T13:06:42.135Z,50.90,PLN,50.90,PLN,50.90,PLN
order,2025-10-13T07:53:15.208Z,91.68,PLN,91.68,PLN,91.68,PLN
order,2025-10-13T05:49:53.974Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-12T21:44:31.629Z,47.01,PLN,47.01,PLN,47.01,PLN
order,2025-10-12T20:08:06.537Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-12T19:06:59.662Z,56.45,PLN,56.45,PLN,56.45,PLN
order,2025-10-12T18:50:56.558Z,56.96,PLN,56.96,PLN,56.96,PLN
order,2025-10-12T18:36:25.969Z,52.49,PLN,52.49,PLN,52.49,PLN
order,2025-10-12T18:08:38.612Z,56.39,PLN,56.39,PLN,56.39,PLN
order,2025-10-12T12:02:32.073Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-12T11:41:17.654Z,89.92,PLN,89.92,PLN,89.92,PLN
order,2025-10-12T08:06:48.056Z,51.39,PLN,51.39,PLN,51.39,PLN
order,2025-10-12T07:11:53.357Z,71.24,PLN,71.24,PLN,71.24,PLN
order,2025-10-11T20:06:59.433Z,58.29,PLN,58.29,PLN,58.29,PLN
order,2025-10-11T15:52:26.815Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-11T15:31:03.830Z,47.38,PLN,47.38,PLN,47.38,PLN
order,2025-10-11T14:36:08.728Z,28.49,PLN,28.49,PLN,28.49,PLN
order,2025-10-11T12:33:47.725Z,48.00,PLN,48.00,PLN,48.00,PLN
order,2025-10-11T10:08:11.987Z,54.89,PLN,54.89,PLN,54.89,PLN

Type,LineItemId,OfferId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,63064a50-a7f8-11f0-8895-094b8cada9e7,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,77268391-a7b4-11f0-86f8-1b20137f27b1,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",2,16.50,PLN,,
lineItem,77268390-a7b4-11f0-86f8-1b20137f27b1,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,14.01,PLN,,
lineItem,c91483e0-a7a6-11f0-b051-7dbbd174ea4b,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,97f9fea2-a79e-11f0-9b0c-e511fc7361fa,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,97f9fea1-a79e-11f0-9b0c-e511fc7361fa,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,14.02,PLN,,
lineItem,97f9fea0-a79e-11f0-9b0c-e511fc7361fa,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",1,13.45,PLN,,
lineItem,52143c44-a79c-11f0-a135-df86fd97bed4,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,52143c43-a79c-11f0-a135-df86fd97bed4,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,14.02,PLN,,
lineItem,52143c41-a79c-11f0-a135-df86fd97bed4,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.00,PLN,,
lineItem,52143c40-a79c-11f0-a135-df86fd97bed4,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",1,13.45,PLN,,
lineItem,00607911-a79a-11f0-9b0c-e511fc7361fa,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,00607910-a79a-11f0-9b0c-e511fc7361fa,15574823784,"Wzmacniający szampon przeciw wypadaniu włosów 300 ml Equilibra",1,25.59,PLN,,
lineItem,6dce8771-a796-11f0-aa6b-f12a4fa1678a,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",1,12.00,PLN,,
lineItem,6dce8770-a796-11f0-aa6b-f12a4fa1678a,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,6dce8772-a796-11f0-aa6b-f12a4fa1678a,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,282d3e60-a763-11f0-84af-1520c30fa31d,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,35eaba82-a760-11f0-a045-bdd383b29371,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",2,17.49,PLN,,
lineItem,35eaba81-a760-11f0-a045-bdd383b29371,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",2,14.02,PLN,,
lineItem,35eaba80-a760-11f0-a045-bdd383b29371,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,5cc9bb10-a742-11f0-8895-094b8cada9e7,17913884997,"Aloesowa oczyszczająca maseczka do twarzy 2 x 7,5ml",1,7.99,PLN,,
lineItem,5cc9bb11-a742-11f0-8895-094b8cada9e7,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,5cc9bb12-a742-11f0-8895-094b8cada9e7,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
lineItem,a2a43e63-a73a-11f0-a685-3b2ebe8a80a1,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.49,PLN,,
lineItem,a2a43e62-a73a-11f0-a685-3b2ebe8a80a1,15574362775,"Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,14.85,PLN,,
lineItem,a2a43e60-a73a-11f0-a685-3b2ebe8a80a1,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",1,12.00,PLN,,
lineItem,a2a43e61-a73a-11f0-a685-3b2ebe8a80a1,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,c789de95-a6dd-11f0-b3f8-ff6209d2ccc5,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,17.00,PLN,,
lineItem,c789de94-a6dd-11f0-b3f8-ff6209d2ccc5,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,c789de96-a6dd-11f0-b3f8-ff6209d2ccc5,16101568108,"Różany balsam do ust z kwasem hialuronowym Equilibra",1,14.39,PLN,,
lineItem,39e237e0-a6ba-11f0-bbf9-7f3870292d20,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,3e8efe72-a6b7-11f0-a685-3b2ebe8a80a1,15574924982,"Aloesowy dezodorant w sztyfcie z kwasem hialuronowym Equilibra 50 ml",2,12.00,PLN,,
lineItem,3e8efe70-a6b7-11f0-a685-3b2ebe8a80a1,15574925122,"Mydło aloesowe 100 g Equilibra 100% roślinne.",1,11.69,PLN,,
lineItem,3e8efe71-a6b7-11f0-a685-3b2ebe8a80a1,15574925149,"Mydło z masłem Shea 100 g Equilibra",1,11.69,PLN,,
lineItem,4ab503f0-a6af-11f0-a588-b391296a673a,15693635463,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,17.00,PLN,,
lineItem,60fb7062-a69e-11f0-bff7-bf511d875719,15693453408,"Aloesowy tonik do twarzy Equilibra Aloe 200 ml",4,12.00,PLN,,
lineItem,217bbb20-a68a-11f0-86f8-1b20137f27b1,17869502704,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,13.45,PLN,,
lineItem,217bbb21-a68a-11f0-86f8-1b20137f27b1,15574362818,"Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.50,PLN,,
